Class,Mean_Hue,Mean_Saturation,Mean_Value
MENUJU MATANG,3.884070816354006,24.729334576139724,19.630780694906605
MENUJU MATANG,4.901363922244728,26.164686603310667,21.5894146828985
MENUJU MATANG,4.2019908889330955,24.590608761634357,19.73060683262201
MENUJU MATANG,4.105113653489101,23.531466574335294,18.683687186535494
MENUJU MATANG,5.010732894081147,29.64094399032279,23.42471081141091
MENUJU MATANG,4.341279771592882,27.661110646440168,21.870786816004372
MENUJU MATANG,4.908462775587545,24.209651052215953,19.59946325482655
MENUJU MATANG,4.25426944685571,26.94746480557163,19.38628459663548
MENUJU MATANG,4.255313323849022,28.718833201216082,22.39099824379501
MENUJU MATANG,5.443920057006333,28.668535020616318,21.941239031254018
MENUJU MATANG,4.556596292880337,25.980708683469167,20.832383018462256
MENUJU MATANG,4.294239562234761,23.532932862332817,19.109776689191904
MENUJU MATANG,4.586011784557453,28.69655618549865,21.61340959964956
MENUJU MATANG,4.24073860576614,26.136985433445055,20.01060718175315
MENUJU MATANG,4.958737785433546,26.70186128341612,21.56303506231112
MENUJU MATANG,4.785448553140271,23.562505588609987,18.739174611283918
MENUJU MATANG,4.279661453309863,21.685252311298385,17.86023652504501
MENUJU MATANG,5.235560978391043,27.445245813440394,23.95398457845052
MENUJU MATANG,4.386167110239037,25.51750019842705,19.79366833094216
MENUJU MATANG,4.86933967998489,28.99496629503038,22.06257924523373
MENUJU MATANG,4.154821827578447,21.81595112364969,17.52057380833253
MENUJU MATANG,4.547096848978427,24.12514197581099,16.78426094212159
MENUJU MATANG,3.888102841475373,19.875644008809157,16.304653779959974
MENUJU MATANG,4.762113594714506,26.254418895077805,21.056713214136444
MENUJU MATANG,4.940666355713895,27.307307490596063,23.17072431148325
MENUJU MATANG,5.0069375999670465,30.63290154099955,23.581681302545494
MENUJU MATANG,4.972618825151106,27.20204030731578,22.85362174579636
MENUJU MATANG,4.599257041397409,25.033255557464475,20.612008742344234
MENUJU MATANG,3.6029960726514276,20.874280011212385,16.021071571381494
MENUJU MATANG,5.083990089196727,30.352489330150462,23.86547650623714
MENUJU MATANG,4.130295867291988,22.99782571674865,17.941291463718493
MENUJU MATANG,4.552367347748682,24.288709412876962,20.471363899639115
MENUJU MATANG,4.641477985146605,28.512900772408692,21.59468455373505
MENUJU MATANG,5.063522276073817,28.27990314499341,23.722825980480806
MENUJU MATANG,4.20260965480726,25.742799358603396,20.718031769426762
MENUJU MATANG,4.423401506839956,25.080338466314622,20.563471162270126
MENUJU MATANG,4.528305556057902,26.074595133463543,19.972518795311696
MENUJU MATANG,4.569308999144001,28.918253643522537,22.127415033034335
MENUJU MATANG,4.4878741605782215,26.284276514877508,21.09210588117686
MENUJU MATANG,3.9634745405534657,21.84680565100148,17.394201459217463
MENUJU MATANG,5.105993639785076,31.0650613415879,24.150755454483345
MENUJU MATANG,4.973862573443126,28.026870853125804,22.81996117109134
MENUJU MATANG,5.04416747544528,24.86526319715712,21.070255923173065
MENUJU MATANG,4.507808041670685,24.521912311820827,20.174046269169562
MENUJU MATANG,5.0195514066719715,28.334525905028293,23.206223476080247
MENUJU MATANG,5.409627655406057,28.421317206488716,25.22131950472608
MENUJU MATANG,4.674237474983121,31.667833304699556,23.158044634532537
MENUJU MATANG,4.626265663178369,30.279614232695153,23.899982970437886
MENUJU MATANG,4.441593060277617,24.477739498939044,19.668537281177663
MENUJU MATANG,4.293747576175893,25.460668430406862,19.836619687178498
MENUJU MATANG,4.60404396842046,28.77896275147489,21.225039886349023
MENUJU MATANG,4.23832928692853,24.008566271621014,19.07133213875225
MENUJU MATANG,4.557904969517586,29.154191570517458,22.094141642252605
MENUJU MATANG,4.696177541473766,26.226703219943577,20.902158258383167
MENUJU MATANG,5.29418147836693,27.486520775061084,24.095651697229457
MENUJU MATANG,5.0020979265126675,27.033274207095552,20.888040738831823
MENUJU MATANG,4.325618100264435,29.50289979785558,22.958203413849503
MENUJU MATANG,4.652579225139854,25.577262595847802,20.1522015858089
MENUJU MATANG,4.392663649570795,25.00458297415525,20.16398947130996
MENUJU MATANG,4.550100507069026,23.540302731863264,19.896248146339698
MENUJU MATANG,3.8348862761823237,22.756563163097994,18.191255922670717
MENUJU MATANG,4.780540183738426,23.37665366341548,18.865524982719265
MENUJU MATANG,4.761817147211773,27.314705491556552,22.071435433846933
MENUJU MATANG,4.4335811913258745,28.29189937889821,22.224183824327255
MENUJU BUSUK,6.389773835861143,27.659852644053014,10.473533096627444
MENUJU BUSUK,8.930913980115097,25.214362062053915,15.184404851968397
MENUJU BUSUK,7.564915472587931,26.461353380493666,12.130454043792598
MENUJU BUSUK,6.973120544182421,20.364249649361817,12.593070136176216
MENUJU BUSUK,5.790586557898502,21.47298428256816,11.489890392915703
MENUJU BUSUK,6.606356459880562,24.48364559220679,12.724015663680717
MENUJU BUSUK,6.858647036454315,23.454403221852495,11.337282533998843
MENUJU BUSUK,4.320814532998168,24.80221011314863,7.7648927665051115
MENUJU BUSUK,9.510833928614487,25.077834329487366,16.32830107261124
MENUJU BUSUK,9.702779448081436,23.374686158733603,16.037878970550413
MENUJU BUSUK,5.375912073708365,25.45359130357028,9.925599714365516
MENUJU BUSUK,10.943384931901845,23.483654194898566,18.260371329853072
MENUJU BUSUK,10.712528872391815,24.646652849613393,17.730562563295717
MENUJU BUSUK,8.019852814850983,25.513483934441712,13.110512313528806
MENUJU BUSUK,10.960934799885063,24.551285229592658,19.03670015060362
MENUJU BUSUK,6.304887120125225,21.444322436925315,10.454742557227366
MENUJU BUSUK,8.857424198354714,21.09488894615644,15.175299059706951
MENUJU BUSUK,8.663779176311728,20.12079453958896,14.940228120780285
MENUJU BUSUK,6.595634743019387,21.2365263008777,11.45464189945425
MENUJU BUSUK,7.487267011477623,23.272284488128538,13.35406588330681
MENUJU BUSUK,8.080355985665028,23.318753026640465,13.67256126874759
MENUJU BUSUK,6.662334238060217,26.78650398411378,10.427847779827353
MENUJU BUSUK,5.458738664540735,25.027273860978493,9.562224085929463
MENUJU BUSUK,9.913857981991866,25.012911886835294,15.483741226510256
MENUJU BUSUK,6.525175243738747,25.751529269748264,11.83922448177887
MENUJU BUSUK,7.741132445786715,21.302898768044304,13.502378675672743
MENUJU BUSUK,8.826815067495339,24.248672673731676,14.673847339771411
MENUJU BUSUK,6.348853280024273,27.35825457788789,10.342428513515143
MENUJU BUSUK,9.915950382687917,25.284933961467978,18.36493108301987
MENUJU BUSUK,9.014291833948207,26.905260627652392,14.886627197265625
MENUJU BUSUK,6.3586145722817005,21.721910264756943,11.248953736858603
MENUJU BUSUK,6.629342287165638,28.799345981927566,11.022714434337223
MENUJU BUSUK,8.113408846129115,23.20592275862831,14.409307534802597
MENUJU BUSUK,6.62282873083044,17.857085804880402,12.022393434626576
MENUJU BUSUK,6.329464445388857,29.09268031493136,11.017679096739968
MENUJU BUSUK,6.293227458686985,29.296340314449107,10.411188573013117
MENUJU BUSUK,9.221726342974376,24.933919710386927,14.499213261859406
MENUJU BUSUK,5.255343715840406,25.203157652552726,10.322913401411395
MENUJU BUSUK,8.264589725698464,16.759381078398278,13.958823875144676
MENUJU BUSUK,7.098857173213252,21.408630873440714,13.195887561688208
MENUJU BUSUK,9.150872752499678,28.337532702787424,15.894340672120146
MENUJU BUSUK,11.083452263977302,27.514752234941646,18.593410978591983
MENUJU BUSUK,8.880391313215343,26.678298259468235,14.993988476662969
MENUJU BUSUK,7.727245943045911,21.29208914046425,14.190439985612782
MENUJU BUSUK,8.87356812276958,22.011127613208913,13.498094535168306
MENUJU BUSUK,9.303035155245306,23.549938625759548,15.775571155940554
MENUJU BUSUK,9.990838572812178,24.685980023670588,16.029217378592787
MENUJU BUSUK,6.325824439280318,27.35054763354392,10.179719712999132
MENUJU BUSUK,8.692112361452708,27.301315244823815,15.809618537808642
MENUJU BUSUK,8.687473752371078,22.617973735793626,13.373307655868217
MENUJU BUSUK,9.132742297011639,24.59007194110886,15.106985775040991
MENUJU BUSUK,7.847601368594072,23.190141465928818,13.358336774410043
MENUJU BUSUK,9.051399890287422,25.29553316846306,14.96920110757459
MENUJU BUSUK,6.5604302677107444,25.466400020897634,11.962727111062886
MENUJU BUSUK,6.487622484748746,28.486276697229457,11.106098002367059
MENUJU BUSUK,6.845961142959909,25.783690087589218,11.848372408392008
MENUJU BUSUK,8.916080113791635,27.44052274727527,14.591089005332915
MENUJU BUSUK,5.320688192736465,25.28438477064847,9.849607616785622
MENUJU BUSUK,8.025745030783822,20.606387919359246,13.797717310273597
MENUJU BUSUK,6.656668643401974,25.353897283106676,11.853491386758938
MENUJU BUSUK,5.133181034292213,24.556842066132972,9.619309915927213
MENUJU BUSUK,7.319650406700103,22.923277238759486,12.796576291935924
MENUJU BUSUK,8.086426283596966,30.254817256221063,14.696744251643679
MENUJU BUSUK,6.099190229251061,28.69003660099987,10.792871231895415
MENUJU BUSUK,11.04597648965969,25.525096186885126,20.416094430680136
MENUJU BUSUK,7.230374120390464,20.016637982654963,12.362030092090246
MENUJU BUSUK,3.924558223520287,24.420212608306006,8.27781595614712
MENUJU BUSUK,11.128832593376254,25.502215538495854,19.362165035043724
MENUJU BUSUK,10.653535254207657,24.451915913648566,16.614775669427566
MENUJU BUSUK,4.833601335439172,25.48840727629485,8.18397396385915
MENUJU BUSUK,9.475087169757105,28.213012067378795,16.84406911590953
MENUJU BUSUK,8.507404845437886,25.300836822133004,15.001421516324267
MENUJU BUSUK,7.871574182078672,19.948430693198624,13.700715806749132
MENUJU BUSUK,8.454565542715567,26.594688321337287,14.482359960736561
MENUJU BUSUK,9.564391524703414,24.685287224412455,15.706441243489584
MENUJU BUSUK,7.973389362602077,23.389623257358377,13.742105994204925
MENUJU BUSUK,6.303233205536266,22.422237631715376,11.170463718995146
MENUJU BUSUK,7.118091598950296,24.79113053686825,11.1731807881422
MENUJU BUSUK,9.330587567615902,24.983706878536523,16.10951195234134
MENUJU BUSUK,5.353334968472704,23.502364798337833,9.057092234921553
MENUJU BUSUK,7.402542553811407,19.29685189203961,13.029369275756334
MENUJU BUSUK,9.704185328856417,23.796795126832563,16.028383671010964
MENUJU BUSUK,8.511619034127444,28.335928143787775,17.824187981248393
MENUJU BUSUK,8.680397881401909,27.883395159686053,17.774094507036875
MENUJU BUSUK,6.279133675029739,23.831763499067645,12.336905962155189
MENUJU BUSUK,7.776895342540349,21.478237073607897,12.889073689778646
MENUJU BUSUK,7.701430960447209,25.098273069279674,13.102035710841049
MENUJU BUSUK,9.858216525105291,25.434679949725115,17.012357484166024
MENUJU BUSUK,8.04360616550524,19.757087613329475,13.85212380994004
MENUJU BUSUK,9.594618997456115,23.580501854664995,15.336356268988716
MENUJU BUSUK,7.68621129165461,20.146670117790315,13.30572516044962
MENUJU BUSUK,6.913830855255755,25.385486932448398,10.75664378978588
MENUJU BUSUK,4.498404546039095,24.125682187178498,9.061144605095004
MENUJU BUSUK,5.302469010215728,24.850813500675155,10.270471643518519
MENUJU BUSUK,6.43811236095036,23.926060931672776,10.727125379774305
MENUJU BUSUK,7.4447658209153165,21.588406535333075,12.581061029630433
MENUJU BUSUK,8.176769680447048,26.01842771930459,14.860100577397601
MENUJU BUSUK,7.736960705415703,21.691280537672004,12.601583221812307
MENUJU BUSUK,7.4499540603700485,24.687168953350053,12.458114435643326
MENUJU BUSUK,6.640506634496367,26.24379639174222,11.285848107357575
MENUJU BUSUK,6.887370859153967,22.613721117561248,11.979442078390239
MENUJU BUSUK,7.594451590330022,20.988539833100244,12.896410781169624
MENUJU BUSUK,9.369688685538838,19.80729091314622,15.570205876856674
MENUJU BUSUK,8.867724697285718,20.630709863984535,15.263812469356836
MENUJU BUSUK,7.071476814678176,20.46088845837754,13.193428887261284
MENUJU BUSUK,4.320680531945248,24.286283391002765,7.6600825305828835
MENUJU BUSUK,6.537679978358892,22.27512161820023,11.200712541493859
MENUJU BUSUK,9.266753271283436,25.271773412885,14.457572403268069
MENUJU BUSUK,10.470187968187371,24.207701945991673,17.05847576125659
MENUJU BUSUK,11.090242111143262,23.704427522886927,17.182930526419433
MENUJU BUSUK,6.56510146655173,29.36842603644226,10.4400544971105
MENUJU BUSUK,8.85365169823415,20.754489537619758,15.657495318126285
MENUJU BUSUK,6.423962440019772,22.910450060181166,11.383453494727366
MENUJU BUSUK,6.237386256088445,23.524818514600213,10.722886576083463
MENUJU BUSUK,10.183028044524017,24.913590607819735,16.434157634468235
MENUJU BUSUK,7.085518605424544,23.755191316329892,11.294408790368601
MENUJU BUSUK,7.355203008455504,29.540270644450874,17.03984477981128
MENUJU BUSUK,8.479233729986497,24.5638628673161,14.005890269338348
MENUJU BUSUK,6.713120825496721,28.567364916389373,10.83164488239053
MENUJU BUSUK,8.045102154767072,22.76649456259645,12.771533228242347
MENUJU BUSUK,7.608579721961002,22.329482718259708,13.677506435064622
MENUJU BUSUK,6.17772030928498,24.8519017725815,10.999077690972221
MENUJU BUSUK,9.244404671123489,25.783508363574622,16.86016041947981
MENUJU BUSUK,11.234743659878955,27.013427043647923,19.163327378010063
MENUJU BUSUK,6.174941451461227,23.015031853821053,10.970140182432324
MENUJU BUSUK,6.871003076372814,21.167261131506397,12.82857227717898
MENUJU BUSUK,10.076113791132169,25.831733672216597,18.853360839341402
MENUJU BUSUK,7.61458201467255,24.248754367906862,13.44861147531266
MENUJU BUSUK,6.127467339912069,31.06108005351,16.125289540231964
MENUJU BUSUK,6.502862749766911,29.221783484941646,11.175256485801665
MENUJU BUSUK,5.1799060837231545,21.83635677133568,8.711308922787262
MENUJU BUSUK,6.097221091941551,24.952436093930846,10.15634607385706
MENUJU BUSUK,6.491191408761734,25.182849460177952,12.450541178385416
MENUJU BUSUK,8.129259588296522,21.395869439521444,14.481637899767716
MENUJU BUSUK,9.27534447187259,21.354970986951034,15.921684422120146
MENUJU BUSUK,8.831819636340985,27.019778781467014,17.76523373450762
MENUJU BUSUK,7.93354678055877,23.762828120478876,12.482659610701196
MENUJU BUSUK,10.113537509745532,24.579083917562855,16.77185761879501
MENUJU BUSUK,8.804956004452803,23.431642822767973,15.883173310707626
MENUJU BUSUK,5.749339476534368,24.50915338963638,9.346465750486272
MENUJU BUSUK,9.323351196791409,26.124169243706596,16.18475128299415
MENUJU BUSUK,6.207354761445473,24.256017111947017,10.784688941735789
MENUJU BUSUK,6.337375217013889,29.44066811392827,13.037240110797647
MENUJU BUSUK,5.90741368674447,24.590199600031347,10.027935514724794
MENUJU BUSUK,8.206967263555331,21.160415712207435,12.778140911840117
MENUJU BUSUK,9.370438124417278,20.050205685964826,15.617382473415798
MENUJU BUSUK,11.257687101638856,24.909781624750835,18.56125932858314
MENUJU BUSUK,9.146214551886413,26.130929891955216,15.717661728093654
MENUJU BUSUK,8.371414058983571,21.67945503894194,13.14277033550749
MENUJU BUSUK,5.995033546730324,28.935154542020317,10.264184645664544
MENUJU BUSUK,8.918855769153485,28.12597756719393,16.13725783108684
MENUJU BUSUK,9.427336013856738,26.03973194012426,16.180587580174574
MENUJU BUSUK,7.767446258921682,18.073753388330278,13.049473075709717
MENUJU BUSUK,10.100009305977528,24.607482219429173,16.987732498734086
MENUJU BUSUK,9.160853193620595,25.802188386642392,17.7399712079837
MENUJU BUSUK,8.356464590064782,27.33574811519419,17.29971282079877
MENUJU BUSUK,7.656935264053659,22.133287657435538,13.074756449632684
MENUJU BUSUK,4.535566604677051,24.809178858627508,8.945281103314686
MENUJU BUSUK,9.785030537672004,24.54669308760529,15.627868338376897
MENUJU BUSUK,7.53358340165252,17.421742631574716,13.20149620275929
MENUJU BUSUK,10.56045086393631,25.660193549262154,19.047171447502734
MENUJU BUSUK,6.164483403963317,29.396911055953414,10.725376270435474
MENUJU BUSUK,7.758964695557645,20.698543721265754,13.719194891030897
MENUJU BUSUK,10.611453586154514,24.335336379062984,16.59333499861352
MENUJU BUSUK,10.039085733547132,26.265827759793755,19.321091765729488
MENUJU BUSUK,7.67559117446711,23.24158939314477,12.25712616845904
MENUJU BUSUK,5.5309953728821055,28.520904478222253,9.029914761766975
MENUJU BUSUK,7.643778859833141,28.804713119695215,17.237211313757875
MENUJU BUSUK,7.726868303714956,23.05074822068705,14.344073762618956
MENUJU BUSUK,8.22192985628858,19.404426731690457,14.131390041775173
MATANG,4.986647526423137,24.95425581932068,15.46126906077067
MATANG,4.309934200082787,27.176415149076487,15.289641894430781
MATANG,7.436355276853459,34.93142135054977,24.50933348102334
MATANG,10.65065492229697,32.706844314135644,26.02705860530398
MATANG,8.42108053827482,20.360756642533918,17.53735156903051
MATANG,4.288386901219686,22.961530447006226,13.740514437357584
MATANG,7.919034290706179,35.356071566358025,22.617237106762797
MATANG,9.542695284870916,33.05852750299399,24.8044835471322
MATANG,8.660488049189249,19.82686909039815,18.01484266916911
MATANG,10.094036976496378,21.43116037050883,19.20836083094279
MATANG,5.135903994242351,20.025569518407185,14.039320151011148
MATANG,5.496956593705794,25.33120463806906,17.55073603877315
MATANG,6.838534319842303,20.67292270738892,16.33776057992943
MATANG,6.553233331123007,27.871662281177663,18.322119190859695
MATANG,6.501950263977051,19.92861803372701,15.016907533009848
MATANG,9.42049819255562,24.291425665710197,21.540969409079217
MATANG,6.821658475899402,19.90597885822563,15.798841562781314
MATANG,7.41413546589667,33.46319554960777,22.928179893964604
MATANG,7.749769290288289,18.227545261383057,15.991657018661499
MATANG,8.257376829783121,19.845712343851726,17.674272378285725
MATANG,7.491934756683224,31.355717411747687,22.35745873470856
MATANG,5.131499365033436,18.743654792691455,12.5416159296232
MATANG,8.581049161683385,38.785942548587,25.158980695308482
MATANG,6.130573351196792,32.09259636019483,20.688840575669527
MATANG,7.8804986270857444,16.25854592656893,14.961980749059606
MATANG,9.255619629910944,24.723246947237495,20.9344672685788
MATANG,9.360021143783758,34.991369741934314,27.364187044371302
MATANG,9.61531432469686,19.901234706242878,18.96630334854126
MATANG,7.8583346394354425,31.582737235865967,22.091056855127153
MATANG,4.2667225653252,25.247104974440585,14.502760208192676
MATANG,9.662824465904707,54.226823029694735,29.260313685538836
MATANG,8.506680209940845,35.43798715096933,26.687006255726754
MATANG,7.655434251322177,19.554219877768936,17.19873059433674
MATANG,6.482081911691422,30.07331107182758,19.944210099585263
MATANG,9.009396462774081,24.060929286627122,20.39411097397039
MATANG,4.405029376347859,27.52345895767212,16.187490065892536
MATANG,6.349037766947177,32.965497491781605,21.441589857815714
MATANG,8.710151264206372,28.50156713415075,21.750495502487624
MATANG,4.371326901785141,19.99084058220004,12.634042810510707
MATANG,7.7453333222817005,30.164776397830664,21.754219714506174
MATANG,9.677929097242316,38.0120236118144,26.45219923733684
MATANG,5.61932905515035,21.066295226414997,14.258311112721762
MATANG,8.329203790107382,33.64899987742734,25.536012814368732
MATANG,9.108120759328207,21.28879960378011,18.433618148167927
MATANG,10.485540382165476,50.52026681154353,28.431212123038836
MATANG,8.750908117726016,24.138927883572048,20.667189170303658
MATANG,9.196427822113037,22.03820474942525,18.802604993184406
MATANG,8.769553102092978,27.411727779686696,21.61016550574283
MATANG,5.68542681407536,25.54700316126945,17.796292277520575
MATANG,8.618418124477559,28.425332402986754,21.882087487742734
MATANG,4.724761711717142,25.7276209450553,16.37655388474955
MATANG,9.212838172912598,22.57585883140564,18.553345521291096
MATANG,7.460583345389661,33.65413643793805,24.81511427639934
MATANG,7.784473120920943,18.367010987835165,16.84489158347801
MATANG,7.7842713030277455,32.48690632635674,24.159443984796972
MATANG,10.123231252034506,27.772464911142986,22.34389551480611
MATANG,8.723087075315876,38.34705318246849,25.880955134890208
MATANG,7.7110213919431585,39.84336966055411,25.917768250767587
MATANG,4.751587479202835,23.462840139130016,14.890036877290703
MATANG,5.543941815694173,20.683469613393147,13.484165986378988
MATANG,7.9041241304374035,35.416714389628346,25.870902104632844
MATANG,8.670473640347705,20.608090436017072,17.54778173627186
MATANG,10.171411208164544,51.29607419614439,29.8884959279755
MATANG,5.333498398462932,20.815913200378418,14.529847701390585
MATANG,8.035913161289544,22.586917704515496,18.58645755469554
MATANG,9.24568565588429,17.94141805515368,17.661524894306197
MATANG,7.956621900016879,32.68117727271814,22.30953138061021
MATANG,9.65103546778361,22.33363874753316,19.150325139363606
MATANG,8.207878897710101,32.49186354900093,24.764233498906894
MATANG,8.296239376068115,26.51981743176778,20.400970935821533
MATANG,7.8854968547821045,21.831245581309002,16.832252343495686
MATANG,7.399671640906314,32.104640191474566,22.303045955705056
MATANG,8.43801829648116,30.012573744534464,21.97000461154514
MATANG,6.427186942394869,20.472143165368603,15.961174544974119
MATANG,5.583981926058546,31.1469145095888,20.013225100167986
MATANG,8.141796787089282,38.29467578778051,24.248651763539254
MATANG,8.993286823539577,38.37461633250547,25.76260250389821
MATANG,8.698647260665894,18.511590560277302,16.184297800064087
